Date,Open,High,Low,Close,Adj Close,Volume,Name
2012-01-11 00:00:00,,,,,,,ABT
2013-01-01 00:00:00,32.29999924,33.93999863,31.63999939,33.88000107,28.50588036,327308700,ABT
2013-01-02 00:00:00,,,,,,,ABT
2013-01-11 00:00:00,,,,,,,ABT
2014-01-01 00:00:00,38.09000015,39.86000061,35.65000153,36.65999985,31.34843445,168285600,ABT
2014-01-13 00:00:00,,,,,,,ABT
2015-01-01 00:00:00,45.25,45.86999893,43.36000061,44.75999832,39.13188171,116055300,ABT
2015-01-13 00:00:00,,,,,,,ABT
2016-01-01 00:00:00,43.93999863,44.04999924,36,37.84999847,33.79270554,178808100,ABT
2016-01-13 00:00:00,,,,,,,ABT
2017-01-01 00:00:00,38.63000107,41.79000092,38.34000015,41.77000046,38.23116684,211271100,ABT
2017-01-11 00:00:00,,,,,,,ABT
2018-01-01 00:00:00,58.20000076,64.59999847,57.81999969,62.15999985,58.21364212,156001900,ABT
2018-01-11 00:00:00,,,,,,,ABT
2019-01-01 00:00:00,70.38999939,73.06999969,65.5,72.98000336,69.59929657,157850300,ABT
2019-01-14 00:00:00,,,,,,,ABT
2020-01-01 00:00:00,86.05999756,92.44999695,84.01000214,87.13999939,84.48166656,119657000,ABT
2020-01-14 00:00:00,,,,,,,ABT
2021-01-01 00:00:00,109.5299988,124.7200012,107.2600021,123.5899963,121.708725,108930500,ABT
2010-01-01 00:00:00,9.789999962,9.899999619,7.300000191,7.460000038,7.460000038,539405700,AMD
2011-01-01 00:00:00,8.43999958,9.25,7.340000153,7.829999924,7.829999924,661252800,AMD
2012-01-01 00:00:00,5.53000021,6.949999809,5.349999905,6.710000038,6.710000038,348780400,AMD
2013-01-01 00:00:00,2.549999952,2.930000067,2.430000067,2.599999905,2.599999905,578923500,AMD
2014-01-01 00:00:00,3.849999905,4.599999905,3.349999905,3.430000067,3.430000067,770422000,AMD
2015-01-01 00:00:00,2.670000076,2.839999914,2.140000105,2.569999933,2.569999933,435408400,AMD
2016-01-01 00:00:00,2.769999981,2.819999933,1.75,2.200000048,2.200000048,355489300,AMD
2017-01-01 00:00:00,11.42000008,11.68999958,9.420000076,10.36999989,10.36999989,878890400,AMD
2018-01-01 00:00:00,10.42000008,13.85000038,10.34000015,13.73999977,13.73999977,1335288900,AMD
2019-01-01 00:00:00,18.01000023,25.13999939,16.94000053,24.40999985,24.40999985,2311913200,AMD
2020-01-01 00:00:00,46.86000061,52.81000137,46.09999847,47,47,1227882000,AMD
2021-01-01 00:00:00,92.11000061,99.23000336,85.01999664,85.63999939,85.63999939,997848700,AMD
2010-01-01 00:00:00,75.95744324,77.52081299,70.22201538,70.2682724,52.31832504,26638436,APD
2011-01-01 00:00:00,84.6808548,84.83811188,79.13043213,80.71230316,61.62237549,33074925,APD
2012-01-01 00:00:00,80.12950897,85.3191452,79.18593597,81.43386078,63.86183548,23810215,APD
2013-01-01 00:00:00,79.056427,83.24699402,78.66790009,80.8788147,65.40213776,22220064,APD
2014-01-01 00:00:00,103.200737,104.7363586,96.03144836,97.26179504,80.9068222,25967240,APD
2015-01-01 00:00:00,132.6456909,137.8353424,126.799263,134.6993561,114.7078552,27234606,APD
2016-01-01 00:00:00,118.6031418,119.5929718,106.0499573,117.215538,102.2049103,39920682,APD
2017-01-01 00:00:00,143.5599976,149.4600067,137.0500031,139.7599945,124.8847733,34703600,APD
2018-01-01 00:00:00,164.8800049,175.1699982,162.6900024,168.3699951,154.3437653,25310500,APD
2019-01-01 00:00:00,157.3899994,165.5200043,153.6300049,164.3899994,154.8924408,28308600,APD
2020-01-01 00:00:00,235.25,244.6100006,224.9100037,238.7100067,229.8124695,26787300,APD
2021-01-01 00:00:00,275.3900146,293.25,266.1400146,266.7600098,262.4419556,23332600,APD
2010-01-01 00:00:00,8.704999924,9.487500191,7.809999943,7.835000038,7.045711517,46002400,ALK
2011-01-01 00:00:00,14.375,16.08499908,14.13249969,14.81000042,13.31806087,34224800,ALK
2012-01-01 00:00:00,19.10750008,19.28750038,17.72500038,19.03249931,17.11519051,34474800,ALK
2013-01-01 00:00:00,22.01499939,23.91500092,21.65999985,23.06500053,20.74145889,30301400,ALK
2014-01-01 00:00:00,36.66500092,41.04000092,36.27500153,39.53499985,35.76059723,33427000,ALK
2015-01-01 00:00:00,60.54000092,71.40000153,57.70999908,67.87000275,62.05275726,33216200,ALK
2016-01-01 00:00:00,79.16000366,79.29000092,64.18000031,70.40000153,65.09629059,35610400,ALK
2017-01-01 00:00:00,88.91999817,96.26999664,86.22000122,93.81999969,88.14730835,26669600,ALK
2018-01-01 00:00:00,74.04000092,75.45999908,59.25,65.73000336,62.68920135,62942400,ALK
2019-01-01 00:00:00,59.93000031,66.59999847,57.27999878,63.95000076,62.22448349,34694000,ALK
2020-01-01 00:00:00,68.15000153,68.79000092,64.16999817,64.58999634,64.22576904,28827800,ALK
2021-01-01 00:00:00,52.16999817,56.18000031,48.09000015,48.83000183,48.83000183,38001200,ALK
2010-01-01 00:00:00,37.76296616,41.19509888,35.82762527,36.83819962,28.29468155,122039247,HON
2011-01-01 00:00:00,50.99573517,54.33252716,50.50951767,53.39822769,42.17681122,88404548,HON
2012-01-01 00:00:00,52.70226669,56.1629982,52.17791367,55.33356857,44.83769989,80794380,HON
2013-01-01 00:00:00,61.6544075,66.02084351,61.16819,65.05793762,54.11326981,75677897,HON
2014-01-01 00:00:00,86.7184906,87.85300446,84.01092529,86.97589874,73.88591766,64055751,HON
2015-01-01 00:00:00,95.52762604,99.07415771,92.00016022,93.20140839,80.76067352,73234874,HON
2016-01-01 00:00:00,96.88140869,98.759552,89.34025574,98.38773346,87.02220154,75538495,HON
2017-01-01 00:00:00,111.7839432,114.2759094,110.7584,113.4037247,102.5240707,69366212,HON
2018-01-01 00:00:00,147.4286652,158.2687378,145.4925995,153.0355988,141.1982269,75463147,HON
2019-01-01 00:00:00,130.1900024,144.0599976,129.0700073,143.6300049,135.2457581,60891600,HON
2020-01-01 00:00:00,177.5,184.0599976,171.3399963,173.2200012,166.4273987,54513600,HON
2021-01-01 00:00:00,212.8399963,214.0099945,194.5500031,195.3699951,192.087616,58448400,HON
2010-01-01 00:00:00,14.44999981,15.61999989,12.64000034,12.68999958,11.395998,104949500,SWKS
2011-01-01 00:00:00,29.13999939,33.22000122,28.32999992,31.77000046,28.53040314,103559300,SWKS
2012-01-01 00:00:00,16.89999962,22.45000076,16.47999954,21.57999992,19.37948799,107921500,SWKS
2013-01-01 00:00:00,21.04000092,24.69000053,20.25,23.94000053,21.4988327,101277800,SWKS
2014-01-01 00:00:00,28.29999924,31.79999924,27.20000076,30.25,27.16539955,82379800,SWKS
2015-01-01 00:00:00,73.59999847,84.94999695,68.70999908,83.05000305,75.09884644,74816700,SWKS
2016-01-01 00:00:00,75.01000214,78.12000275,58.5,68.91999817,62.8970871,107555200,SWKS
2017-01-01 00:00:00,75.22000122,93.77999878,73.94000244,91.73999786,85.10980988,68834300,SWKS
2017-01-31 00:00:00,,,,,,,SWKS
2018-01-01 00:00:00,96,103.7099991,95.01999664,97.20999908,91.255867,51136100,SWKS
2019-01-01 00:00:00,65.86000061,74.08000183,60.11999893,73.04000092,69.64748383,45880600,SWKS
2020-01-01 00:00:00,122.0100021,128.4799957,112.7200012,113.1500015,110.1312561,56003800,SWKS
2021-01-01 00:00:00,153.3300018,188.3399963,148.0200043,169.25,167.1930237,47570700,SWKS
2010-01-01 00:00:00,61.84000015,66.48999786,57.20000076,57.79000092,48.74380493,76686900,HES
2011-01-01 00:00:00,77.94000244,84.19000244,76,84.12000275,71.42869568,75272400,HES
2012-01-01 00:00:00,58.72000122,62.06000137,54.09999847,56.29999924,48.09790039,106728100,HES
2013-01-01 00:00:00,54.13000107,70.76999664,53.06000137,67.16000366,57.81700134,119165600,HES
2014-01-01 00:00:00,82.94999695,83,74.87999725,75.48999786,65.59622192,56423700,HES
2015-01-01 00:00:00,73.19000244,74.81999969,63.81000137,67.48999786,59.35491562,70334800,HES
2016-01-01 00:00:00,48.40000153,49.84999847,32.40999985,42.5,38.01166153,137119700,HES
2017-01-01 00:00:00,63.38000107,64.40000153,53,54.18000031,49.37086868,98044200,HES
2018-01-01 00:00:00,47.97000122,55.47999954,47.02000046,50.50999832,47.07299423,91394500,HES
2019-01-01 00:00:00,39.29000092,55.38000107,39.08000183,54,51.2333107,114788500,HES
2020-01-01 00:00:00,67.51000214,71.66000366,56.11000061,56.56999969,54.56552124,61499500,HES
2021-01-01 00:00:00,53.84999847,64.83000183,52.65000153,53.97999954,53.27999115,37596800,HES
2010-01-01 00:00:00,35.09999847,36.86000061,34.36000061,34.65000153,21.68550873,73160500,AEP
2011-01-01 00:00:00,36.27000046,36.91999817,35.18999863,35.68000031,23.447052,64772600,AEP
2012-01-01 00:00:00,41.95999908,41.97999954,39.24000168,39.56000137,27.33346367,105684800,AEP
2013-01-01 00:00:00,43.16999817,45.34000015,42.91999817,45.29000092,32.77436447,67739200,AEP
2014-01-01 00:00:00,46.97999954,48.97999954,45.79999924,48.81000137,36.82674789,54229000,AEP
2015-01-01 00:00:00,60.88000107,65.37999725,59.97000122,62.81000137,49.26364136,52880300,AEP
2016-01-01 00:00:00,57.81999969,61.08000183,56.75,60.97000122,49.6434288,70842400,AEP
2017-01-01 00:00:00,63.00999832,64.11000061,61.81999969,64.05999756,54.03054047,45686700,AEP
2018-01-01 00:00:00,73.18000031,73.41999817,67.11000061,68.77999878,60.04644775,82351000,AEP
2019-01-01 00:00:00,74.61000061,79.61000061,72.26000214,79.12000275,71.65314484,57152100,AEP
2020-01-01 00:00:00,94.5,104.4300003,92.94000244,104.2200012,97.42056274,52596200,AEP
2021-01-01 00:00:00,83.33000183,83.44000244,76.81999969,80.91000366,78.10597992,65137200,AEP
2010-01-01 00:00:00,40.81000137,43.25,36.83000183,37.65999985,31.50388908,233778400,AXP
2010-01-07 00:00:00,,,,,,,AXP
2011-01-01 00:00:00,43.29999924,46.70999908,43.11000061,43.38000107,36.94465256,181823600,AXP
2011-01-05 00:00:00,,,,,,,AXP
2012-01-01 00:00:00,48.29999924,51,47.40000153,50.13999939,43.38393021,127316500,AXP
2012-01-04 00:00:00,,,,,,,AXP
2013-01-01 00:00:00,58.33000183,61.97000122,58.31000137,58.81000137,51.60707092,122718400,AXP
2013-01-02 00:00:00,,,,,,,AXP
2014-01-01 00:00:00,90.90000153,93.62000275,84.91000366,85.01999664,75.5473175,104874000,AXP
2014-01-08 00:00:00,,,,,,,AXP
2015-01-01 00:00:00,93.16999817,93.94000244,80.55999756,80.69000244,72.48053741,122791700,AXP
2015-01-07 00:00:00,,,,,,,AXP
2016-01-01 00:00:00,68.08999634,68.18000031,52.15000153,53.5,48.72401428,237308200,AXP
2016-01-06 00:00:00,,,,,,,AXP
2017-01-01 00:00:00,74.88999939,78.01999664,74.73999786,76.37999725,70.91265106,103904900,AXP
2017-01-04 00:00:00,,,,,,,AXP
2018-01-01 00:00:00,99.73000336,102.3899994,96.34999847,99.40000153,93.77083588,81900600,AXP
2018-01-04 00:00:00,,,,,,,AXP
2019-01-01 00:00:00,93.91000366,102.9000015,93.23000336,102.6999969,98.2946167,88543100,AXP
2019-01-03 00:00:00,,,,,,,AXP
2020-01-01 00:00:00,124.6600037,138.1300049,123.1200027,129.8699951,126.1219101,71778000,AXP
2020-01-02 00:00:00,,,,,,,AXP
2021-01-01 00:00:00,121.3000031,129.5399933,112.0999985,116.2600021,114.9202881,88363200,AXP
2010-01-01 00:00:00,23.25,26.07999992,23.25,24.21500015,18.01053429,130716800,AFL
2011-01-01 00:00:00,28.48999977,29.42000008,27.39999962,28.79000092,21.92170906,131510600,AFL
2012-01-01 00:00:00,22.23999977,24.79500008,21.14999962,24.11499977,18.85174942,170413400,AFL
2013-01-01 00:00:00,27.19499969,27.21999931,25.52499962,26.53000069,21.34516335,137717600,AFL
2014-01-01 00:00:00,33.31499863,33.34500122,30.67000008,31.38999939,25.88818169,89773400,AFL
2015-01-01 00:00:00,30.75,30.80500031,28.45499992,28.54000092,24.12771606,82653800,AFL
2016-01-01 00:00:00,29.39500046,29.81500053,27.28499985,28.97999954,25.12036324,98427800,AFL
2017-01-01 00:00:00,35.04499817,35.38499832,34.41999817,34.99499893,31.09315872,97485200,AFL
2018-01-01 00:00:00,44.18000031,45.86500168,41.84999847,44.09999847,40.08452606,118444000,AFL
2019-01-01 00:00:00,44.59000015,48.36000061,44.27999878,47.70000076,44.35826492,82877700,AFL
2020-01-01 00:00:00,53.04000092,53.45999908,51.52000046,51.56999969,48.96503067,63904300,AFL
2021-01-01 00:00:00,44.59999847,47.33000183,42.95999908,45.18000031,44.08977509,70797300,AFL
2010-01-01 00:00:00,30.53000069,30.54000092,23.04000092,24.22999954,16.65474129,166897600,AIG
2011-01-01 00:00:00,58.34000015,62.86999893,40.20000076,40.34999847,27.73498726,200757700,AIG
2011-01-20 00:00:00,,,,,,,AIG
2012-01-01 00:00:00,23.77000046,25.89999962,23.39999962,25.11000061,20.80779266,89599800,AIG
2013-01-01 00:00:00,36.29000092,38.04999924,34.56000137,37.83000183,31.34841919,375715700,AIG
2014-01-01 00:00:00,50.81000137,52.47000122,46.81000137,47.95999908,39.90404892,197538800,AIG
2015-01-01 00:00:00,56.52999878,56.59999847,48.68000031,48.86999893,41.04028702,199498400,AIG
2016-01-01 00:00:00,60.65999985,61.06999969,53.49000168,56.47999954,48.07774353,201298400,AIG
2017-01-01 00:00:00,65.94999695,67.47000122,64.01999664,64.26000214,55.93356705,111418600,AIG
2018-01-01 00:00:00,60,65.05000305,59.11999893,63.91999817,56.80196762,126946600,AIG
2019-01-01 00:00:00,38.90000153,44.16999817,38.66999817,43.22999954,39.43897247,98217800,AIG
2020-01-01 00:00:00,51.63999939,53.09999847,49.88999939,50.25999832,47.02643204,85867600,AIG
2021-01-01 00:00:00,37.65000153,42.56999969,36.79999924,37.43999863,36.53143311,98029600,AIG
2010-01-01 00:00:00,17.08888817,17.59555626,15.91555595,16.19555664,14.99407673,17347275,AME
2011-01-01 00:00:00,26.2733326,28.33333206,25.58666611,27.18666649,25.31531334,19583700,AME
2012-01-01 00:00:00,28.87333298,31.83333206,27.92666626,31.33333206,29.3501873,22618650,AME
2013-01-01 00:00:00,38.41999817,41.54999924,38,40.99000168,38.63737488,21799900,AME
2014-01-01 00:00:00,52.43000031,53.15999985,48.59000015,49.41999817,46.83612823,19898000,AME
2015-01-01 00:00:00,52.75999832,52.86999893,47.84999847,47.90000153,45.68138504,26385900,AME
2016-01-01 00:00:00,52.86000061,52.93000031,45.09000015,47.04999924,45.17023468,33784800,AME
2017-01-01 00:00:00,49.04000092,52.83000183,48.54999924,51.09999847,49.42869949,31380800,AME
2018-01-01 00:00:00,72.88999939,78.16000366,72.13999939,76.30000305,74.23180389,23546800,AME
2019-01-01 00:00:00,66.73999786,72.94999695,65.41999817,72.90000153,71.4474411,25153100,AME
2020-01-01 00:00:00,100.1500015,102.3099976,96.54000092,97.15000153,95.82317352,22954800,AME
2021-01-01 00:00:00,121.0999985,125.8099976,106.9599991,113.2600021,112.5741577,18219800,AME
2010-01-01 00:00:00,56.63000107,58.93000031,54.65000153,58.47999954,45.2215004,147814700,AMGN
2011-01-01 00:00:00,55.20000076,58.18999863,54.84999847,55.08000183,42.59234619,120211100,AMGN
2012-01-01 00:00:00,64.94999695,69.62999725,63.29999924,67.93000031,53.07481766,139168700,AMGN
2013-01-01 00:00:00,87.36000061,89.58000183,81.55999756,85.45999908,68.05643463,146228200,AMGN
2014-01-01 00:00:00,114.3600006,124.4599991,113.1200027,118.9499969,96.48222351,75029900,AMGN
2015-01-01 00:00:00,160.1600037,162.7599945,151.5299988,152.2599945,125.8913879,73086400,AMGN
2016-01-01 00:00:00,159,160.2100067,144.1699982,152.7299957,128.8165283,89489100,AMGN
2017-01-01 00:00:00,147.8600006,161,147.1199951,156.6799927,135.6316833,74997500,AMGN
2018-01-01 00:00:00,175.3500061,201.2299957,174.4199982,186.0500031,165.5650024,66347900,AMGN
2019-01-01 00:00:00,192.5200043,204.3300018,179.6499939,187.1100006,171.401062,73676200,AMGN
2020-01-01 00:00:00,243,243.8500061,210.0099945,216.0500031,203.9299927,51442800,AMGN
2021-01-01 00:00:00,231.25,276.6900024,223.6699982,241.4299927,234.1850891,50828900,AMGN
2010-01-01 00:00:00,31.79000092,32.18999863,26.62000084,26.95999908,20.00876808,79958800,ADI
2011-01-01 00:00:00,37.68000031,39.86000061,36.90000153,38.83000183,29.64297676,69615000,ADI
2012-01-01 00:00:00,36.45999908,40.38000107,35.65000153,39.13000107,30.69089127,59217700,ADI
2013-01-01 00:00:00,42.79999924,44.33000183,41.70999908,43.63999939,35.30924988,50692000,ADI
2014-01-01 00:00:00,49.52000046,50.54000092,48.06999969,48.27000046,40.21927261,45397400,ADI
2015-01-01 00:00:00,55.68000031,56.25,52.04999924,52.11000061,44.66839981,36248800,ADI
2016-01-01 00:00:00,54.24000168,54.84000015,47.24000168,53.86000061,47.44091415,66592500,ADI
2017-01-01 00:00:00,72.59999847,76.94000244,71,74.94000244,67.86199951,49610300,ADI
2018-01-01 00:00:00,89.23999786,98.37999725,88.93000031,91.87999725,85.03726959,68486500,ADI
2019-01-01 00:00:00,84.02999878,99.44000244,80.45999908,98.86000061,93.35306549,62109100,ADI
2020-01-01 00:00:00,120.1100006,122.1999969,109.1999969,109.75,105.7694855,43304900,ADI
2021-01-01 00:00:00,148.4499969,162.9799957,144.6199951,147.3300018,144.9142303,55986900,ADI
2010-01-01 00:00:00,104.9400024,108.9199982,98.08000183,98.76999664,82.56522369,57907500,APA
2010-01-20 00:00:00,,,,,,,APA
2011-01-01 00:00:00,120.5899963,127.7300034,110.2900009,119.3600006,100.3809204,81251100,APA
2011-01-19 00:00:00,,,,,,,APA
2012-01-01 00:00:00,93.94000244,101.2399979,91.48000336,98.87999725,83.59694672,64430800,APA
2012-01-19 00:00:00,,,,,,,APA
2013-01-01 00:00:00,80,86.34999847,79.25,83.76000214,71.33420563,58692200,APA
2013-01-17 00:00:00,,,,,,,APA
2014-01-01 00:00:00,85.81999969,87.91000366,79.83999634,80.26000214,69.00905609,53775300,APA
2014-01-17 00:00:00,,,,,,,APA
2015-01-01 00:00:00,62.18000031,65.31999969,57.43999863,62.56999969,54.40881729,87464400,APA
2015-01-20 00:00:00,,,,,,,APA
2016-01-01 00:00:00,44.25,45.11000061,32.20000076,42.54000092,37.66559219,137924000,APA
2016-01-20 00:00:00,,,,,,,APA
2017-01-01 00:00:00,64.70999908,64.91999817,59.09999847,59.81999969,54.05527115,60689600,APA
2017-01-18 00:00:00,,,,,,,APA
2018-01-01 00:00:00,42.65000153,48.97000122,42.54000092,44.86999893,41.37075806,87650500,APA
2018-01-19 00:00:00,,,,,,,APA
2019-01-01 00:00:00,25.61000061,33.47999954,25.59000015,32.81999969,30.96098137,100299100,APA
2019-01-18 00:00:00,,,,,,,APA
2020-01-01 00:00:00,25.70000076,33.77000046,25.12999916,27.44000053,26.85083008,141029000,APA
2020-01-21 00:00:00,,,,,,,APA
2021-01-01 00:00:00,14.64999962,19.31999969,14.02999973,14.27999973,14.18568993,182513100,APA
2010-01-01 00:00:00,7.622499943,7.699643135,6.794642925,6.859285831,5.880912781,15168994400,AAPL
2011-01-01 00:00:00,11.63000011,12.44999981,11.60142899,12.11857128,10.3900404,10841535600,AAPL
2012-01-01 00:00:00,14.62142944,16.36571312,14.6071434,16.30285645,13.97750187,6859854400,AAPL
2013-01-01 00:00:00,19.77928543,19.8214283,15.53571415,16.26749992,14.07104969,13123423600,AAPL
2014-01-01 00:00:00,19.84571457,20.00714302,17.62678528,17.87857056,15.85307789,8765954400,AAPL
2015-01-01 00:00:00,27.84749985,30,26.15749931,29.29000092,26.51825523,5221053600,AAPL
2016-01-01 00:00:00,25.65250015,26.46249962,23.09749985,24.33499908,22.40753937,5087392000,AAPL
2017-01-01 00:00:00,28.95000076,30.61000061,28.69000053,30.33749962,28.55613708,2252488000,AAPL
2018-01-01 00:00:00,42.54000092,45.02500153,41.17499924,41.85749817,40.03329468,2638717600,AAPL
2019-01-01 00:00:00,38.72249985,42.25,35.5,41.61000061,40.3940506,3312349600,AAPL
2020-01-01 00:00:00,74.05999756,81.96250153,73.1875,77.37750244,76.24495697,2934370400,AAPL
2021-01-01 00:00:00,133.5200043,145.0899963,126.3799973,131.9600067,131.1514893,2240262000,AAPL
2010-01-01 00:00:00,14.05000019,14.93999958,12.14999962,12.18000031,9.738525391,547284500,AMAT
2011-01-01 00:00:00,14.13000011,16.25,13.68000031,15.68999958,12.82738209,382199200,AMAT
2012-01-01 00:00:00,10.93000031,12.64000034,10.60999966,12.27999973,10.29001045,322806600,AMAT
2013-01-01 00:00:00,11.64000034,13.03999996,11.39000034,12.90999985,11.15975189,287139500,AMAT
2014-01-01 00:00:00,17.69000053,18.07999992,16.39999962,16.81999969,14.91671944,211240000,AMAT
2015-01-01 00:00:00,24.98999977,25.15999985,22.79000092,22.84000015,20.65003586,277572000,AMAT
2016-01-01 00:00:00,18.30999947,18.62999916,15.85000038,17.64999962,16.29075623,364799800,AMAT
2017-01-01 00:00:00,32.36000061,35.15000153,31.65999985,34.25,32.13514328,183134100,AMAT
2018-01-01 00:00:00,51.68000031,58.72999954,51.22000122,53.63000107,50.77839279,261782700,AMAT
2019-01-01 00:00:00,32.04000092,40,31.47999954,39.08000183,37.598629,249011700,AMAT
2020-01-01 00:00:00,62,64.93000031,57.52999878,57.99000168,56.8142395,141444900,AMAT
2021-01-01 00:00:00,87.23999786,110.8799973,86.15000153,96.68000031,95.99758911,156990300,AMAT
2010-01-01 00:00:00,31.47999954,31.88999939,29.52000046,29.96999931,21.84952354,101222700,ADM
2011-01-01 00:00:00,30.38999939,34.58000183,30.12999916,32.66999817,24.31305695,138954100,ADM
2012-01-01 00:00:00,29.19000053,30.34000015,28.11000061,28.62999916,21.75760841,90489700,ADM
2013-01-01 00:00:00,28.13999939,29.29000092,27.89999962,28.53000069,22.22396469,85583700,ADM
2014-01-01 00:00:00,43.22000122,43.58000183,38.95999908,39.47999954,31.42238617,104293000,ADM
2015-01-01 00:00:00,52.20000076,52.59999847,46.56000137,46.63000107,37.89121628,80297600,ADM
2016-01-01 00:00:00,36.11000061,36.27000046,29.86000061,35.34999847,29.44240379,109357500,ADM
2017-01-01 00:00:00,45.68999863,46.54000092,43.15000153,44.25999832,38.02909851,66604700,ADM
2018-01-01 00:00:00,40.20000076,43.68999863,39.27999878,42.95000076,38.04933548,79431400,ADM
2019-01-01 00:00:00,40.56999969,45.04000092,40.40000153,44.90000153,40.96574402,65290400,ADM
2020-01-01 00:00:00,46.56999969,46.63999939,43.02999878,44.75999832,42.27146149,66543100,ADM
2021-01-01 00:00:00,50.40000153,53.99000168,49.27999878,50.00999832,48.82826614,55240700,ADM
2010-01-01 00:00:00,25.61000061,26.79999924,23.59000015,23.79000092,23.79000092,68849500,ADSK
2011-01-01 00:00:00,38.63000107,42.31999969,38.04000092,40.68000031,40.68000031,54281900,ADSK
2012-01-01 00:00:00,31.21999931,37.97000122,29.81999969,36,36,61868700,ADSK
2013-01-01 00:00:00,36.04999924,40,35.84000015,38.88000107,38.88000107,49950200,ADSK
2014-01-01 00:00:00,49.33000183,54.18000031,48.29000092,51.25,51.25,58923500,ADSK
2015-01-01 00:00:00,60.06000137,60.49000168,53.88999939,54.00999832,54.00999832,28655000,ADSK
2016-01-01 00:00:00,60.00999832,60.79999924,45.04000092,46.81999969,46.81999969,60382000,ADSK
2017-01-01 00:00:00,74.61000061,83.95999908,74.5,81.33999634,81.33999634,37561400,ADSK
2018-01-01 00:00:00,105.3399963,119.2399979,104.3899994,115.6200027,115.6200027,43517600,ADSK
2019-01-01 00:00:00,125.3899994,148.5700073,121.1200027,147.1999969,147.1999969,34996100,ADSK
2020-01-01 00:00:00,184.2100067,201.5700073,181.8800049,196.8500061,196.8500061,29717800,ADSK
2021-01-01 00:00:00,304.1099854,321.1300049,272.7000122,277.4299927,277.4299927,31828400,ADSK
2010-01-01 00:00:00,38.22651291,38.22651291,35.46092987,35.81211472,26.68017387,62708672,ADP
2011-01-01 00:00:00,41.04477692,43.66110611,41.02721786,42.05443573,32.36579895,64957057,ADP
2012-01-01 00:00:00,48.19139481,50.13169479,47.52414322,48.09481812,38.10557938,57494216,ADP
2013-01-01 00:00:00,50.97454071,52.97629547,50.70236969,52.05443573,42.46785736,45195749,ADP
